ticket_id,ticket_priority,ticket_assignee_id,ticket_manager_id,ticket_assignee_dept,ticket_creation_day,ticket_completion_time
10004471,high,16,108,Commercial,Wednesday,71.80192827
10004472,low,18,111,Manufacturing,Saturday,111.1207905
10004473,high,8,106,Commercial,Wednesday,61.9050476
10004474,low,2,107,Manufacturing,Thursday,107.134303
10004475,high,2,107,Manufacturing,Tuesday,138.4117255
10004476,critical,19,108,Commercial,Saturday,74.92939839
10004477,high,2,107,Manufacturing,Monday,137.7526694
10004478,critical,14,110,Development,Wednesday,26.46593763
10004479,critical,1,103,Administrative,Thursday,30.14285343
10004480,critical,5,110,Development,Wednesday,26.96840803
10004481,medium,9,107,Manufacturing,Sunday,130.2844131
10004482,high,1,103,Administrative,Sunday,92.20855395
10004483,medium,5,110,Development,Tuesday,137.5188788
10004484,critical,6,108,Commercial,Tuesday,122.3593793
10004485,low,2,107,Manufacturing,Sunday,125.6236682
10004486,low,16,108,Commercial,Thursday,159.1291407
10004487,critical,15,110,Development,Friday,113.2943354
10004488,medium,4,112,Commercial,Tuesday,132.5265148
10004489,high,9,107,Manufacturing,Monday,131.0669665
10004490,medium,19,108,Commercial,Friday,168.2889959
10004491,high,6,108,Commercial,Sunday,57.16451538
10004492,medium,6,108,Commercial,Tuesday,99.77473527
10004493,low,16,108,Commercial,Tuesday,128.1273044
10004494,critical,1,103,Administrative,Sunday,102.2654401
10004495,critical,16,108,Commercial,Wednesday,112.4449599
10004496,high,13,112,Commercial,Friday,142.03217
10004497,high,1,103,Administrative,Wednesday,140.236716
10004498,low,16,108,Commercial,Thursday,125.6943615
10004499,medium,9,107,Manufacturing,Saturday,146.3279384
10004500,low,8,106,Commercial,Tuesday,166.9919473
10004501,critical,6,108,Commercial,Monday,93.05645055
10004502,critical,2,107,Manufacturing,Wednesday,44.42544727
10004503,high,2,107,Manufacturing,Thursday,133.9209184
10004504,low,4,112,Commercial,Thursday,174.1991743
10004505,critical,1,103,Administrative,Monday,41.90948744
10004506,low,10,107,Manufacturing,Saturday,171.4033452
10004507,critical,8,106,Commercial,Monday,39.71495103
10004508,critical,5,110,Development,Sunday,54.48647403
10004509,low,10,107,Manufacturing,Thursday,108.5886615
10004510,medium,11,104,Research,Saturday,122.6525254
10004511,critical,16,108,Commercial,Wednesday,73.27001115
10004512,critical,17,106,Commercial,Monday,116.7077707
10004513,medium,17,106,Commercial,Tuesday,74.99064472
10004514,medium,12,110,Development,Thursday,92.02918067
10004515,low,15,110,Development,Sunday,134.0962164
10004516,critical,14,110,Development,Thursday,27.57300991
10004517,medium,5,110,Development,Friday,122.4956829
10004518,low,12,110,Development,Tuesday,114.6374972
10004519,low,11,104,Research,Monday,108.4150829
10004520,low,9,107,Manufacturing,Sunday,110.9129343
10004521,critical,16,108,Commercial,Friday,72.43941182
10004522,low,8,106,Commercial,Thursday,166.0498109
10004523,low,7,106,Commercial,Wednesday,163.6859746
10004524,medium,5,110,Development,Tuesday,113.1565592
10004525,low,18,111,Manufacturing,Sunday,150.7107615
10004526,critical,11,104,Research,Wednesday,88.46043449
10004527,critical,3,105,Administrative,Friday,116.701835
10004528,low,18,111,Manufacturing,Monday,164.6001912
10004529,medium,5,110,Development,Monday,110.8488182
10004530,high,7,106,Commercial,Thursday,65.83708622
10004531,low,8,106,Commercial,Saturday,183.8492494
10004532,high,16,108,Commercial,Friday,125.2269775
10004533,high,13,112,Commercial,Tuesday,84.27924424
10004534,high,12,110,Development,Sunday,107.8830541
10004535,high,6,108,Commercial,Sunday,107.7399079
10004536,low,10,107,Manufacturing,Sunday,158.8352934
10004537,medium,14,110,Development,Friday,123.3229883
10004538,high,15,110,Development,Thursday,109.0015242
10004539,high,6,108,Commercial,Sunday,60.50844331
10004540,high,17,106,Commercial,Saturday,65.37225073
10004541,low,8,106,Commercial,Wednesday,130.3296823
10004542,critical,1,103,Administrative,Wednesday,91.57893373
10004543,high,14,110,Development,Sunday,46.18561416
10004544,critical,5,110,Development,Saturday,62.22997032
10004545,high,13,112,Commercial,Thursday,52.31248157
10004546,critical,6,108,Commercial,Thursday,53.64832549
10004547,high,17,106,Commercial,Thursday,78.57241409
10004548,high,14,110,Development,Tuesday,89.24414941
10004549,low,6,108,Commercial,Sunday,176.9196268
10004550,low,9,107,Manufacturing,Saturday,180.6944173
10004551,medium,7,106,Commercial,Friday,170.7424199
10004552,medium,2,107,Manufacturing,Friday,157.2670942
10004553,critical,12,110,Development,Tuesday,71.88018834
10004554,low,5,110,Development,Monday,123.110924
10004555,low,6,108,Commercial,Friday,130.3576353
10004556,high,19,108,Commercial,Wednesday,82.8648913
10004557,low,8,106,Commercial,Monday,101.1727943
10004558,high,18,111,Manufacturing,Monday,104.9268413
10004559,high,13,112,Commercial,Thursday,121.829721
10004560,critical,5,110,Development,Monday,31.49594379
10004561,critical,4,112,Commercial,Tuesday,70.94690313
10004562,high,12,110,Development,Thursday,98.52210414
10004563,low,15,110,Development,Wednesday,89.86375974
10004564,critical,2,107,Manufacturing,Thursday,95.75100832
10004565,critical,12,110,Development,Monday,87.27752737
10004566,low,17,106,Commercial,Sunday,133.0396273
10004567,high,13,112,Commercial,Tuesday,57.36777529
10004568,medium,1,103,Administrative,Monday,153.7078018
10004569,critical,6,108,Commercial,Wednesday,84.35074209
10004570,critical,19,108,Commercial,Monday,63.44627734
10004571,low,10,107,Manufacturing,Tuesday,97.92405667
10004572,medium,10,107,Manufacturing,Thursday,125.8390644
10004573,high,2,107,Manufacturing,Sunday,91.11575091
10004574,high,17,106,Commercial,Thursday,117.6215813
10004575,low,5,110,Development,Friday,195.3877269
10004576,medium,13,112,Commercial,Tuesday,100.3871458
10004577,critical,13,112,Commercial,Saturday,89.22936215
10004578,low,13,112,Commercial,Sunday,143.5534199
10004579,critical,8,106,Commercial,Monday,75.75897304
10004580,critical,16,108,Commercial,Wednesday,64.68097567
10004581,high,19,108,Commercial,Sunday,71.95824613
10004582,critical,8,106,Commercial,Monday,121.626356
10004583,critical,8,106,Commercial,Monday,39.10385616
10004584,critical,18,111,Manufacturing,Saturday,82.32227261
10004585,low,11,104,Research,Sunday,122.1433661
10004586,low,15,110,Development,Saturday,170.8454375
10004587,high,7,106,Commercial,Wednesday,64.85548963
10004588,medium,12,110,Development,Thursday,67.03137186
10004589,low,17,106,Commercial,Sunday,164.4791811
10004590,high,8,106,Commercial,Tuesday,127.8526885
10004591,medium,3,105,Administrative,Sunday,158.536601
10004592,medium,14,110,Development,Friday,118.8028074
10004593,medium,6,108,Commercial,Saturday,107.774424
10004594,critical,4,112,Commercial,Sunday,117.7393926
10004595,high,17,106,Commercial,Sunday,93.52884398
10004596,high,9,107,Manufacturing,Tuesday,117.3218214
10004597,medium,2,107,Manufacturing,Friday,185.651714
10004598,medium,17,106,Commercial,Wednesday,126.8015558
10004599,high,13,112,Commercial,Sunday,117.7687291
10004600,critical,6,108,Commercial,Tuesday,118.6463711
10004601,medium,15,110,Development,Saturday,143.9842047
10004602,critical,11,104,Research,Saturday,113.3451606
10004603,low,14,110,Development,Sunday,94.46823683
10004604,low,4,112,Commercial,Wednesday,158.7062176
10004605,medium,7,106,Commercial,Sunday,73.66529116
10004606,high,14,110,Development,Friday,73.13327961
10004607,high,5,110,Development,Tuesday,79.45377319
10004608,high,12,110,Development,Monday,92.33961568
10004609,critical,6,108,Commercial,Tuesday,37.77451063
10004610,critical,16,108,Commercial,Wednesday,75.9961905
10004611,medium,15,110,Development,Thursday,81.5327159
10004612,medium,6,108,Commercial,Sunday,86.57005772
10004613,high,1,103,Administrative,Sunday,120.097449
10004614,critical,5,110,Development,Wednesday,88.23070404
10004615,low,5,110,Development,Friday,173.157279
10004616,critical,15,110,Development,Saturday,93.85552731
10004617,high,9,107,Manufacturing,Friday,89.48965579
10004618,low,17,106,Commercial,Tuesday,170.8968084
10004619,critical,12,110,Development,Thursday,61.06914691
10004620,critical,13,112,Commercial,Wednesday,116.2131305
10004621,critical,5,110,Development,Monday,65.82186921
10004622,critical,16,108,Commercial,Wednesday,114.3988631
10004623,medium,11,104,Research,Sunday,154.8449981
10004624,critical,11,104,Research,Saturday,58.476043
10004625,high,1,103,Administrative,Thursday,128.1687292
10004626,critical,7,106,Commercial,Thursday,115.5396472
10004627,medium,6,108,Commercial,Sunday,117.7914648
10004628,low,11,104,Research,Saturday,117.4506867
10004629,high,14,110,Development,Monday,100.0057776
10004630,low,14,110,Development,Wednesday,120.0937718
10004631,medium,10,107,Manufacturing,Thursday,162.3289478
10004632,medium,2,107,Manufacturing,Wednesday,154.4437195
10004633,critical,18,111,Manufacturing,Friday,138.8517062
10004634,medium,3,105,Administrative,Saturday,174.4566348
10004635,critical,11,104,Research,Thursday,60.23667273
10004636,medium,3,105,Administrative,Sunday,130.4108666
10004637,medium,14,110,Development,Monday,119.6486016
10004638,medium,18,111,Manufacturing,Thursday,111.4561425
10004639,critical,12,110,Development,Thursday,76.5394232
10004640,high,4,112,Commercial,Tuesday,53.63195622
10004641,low,1,103,Administrative,Friday,171.8067602
10004642,high,18,111,Manufacturing,Sunday,141.6569657
10004643,medium,6,108,Commercial,Friday,173.5177409
10004644,high,5,110,Development,Thursday,120.0098301
10004645,low,17,106,Commercial,Sunday,170.6244736
10004646,critical,14,110,Development,Sunday,43.17214851
10004647,medium,13,112,Commercial,Monday,90.64208795
10004648,critical,16,108,Commercial,Friday,139.5027443
10004649,high,7,106,Commercial,Monday,104.0623807
10004650,critical,4,112,Commercial,Saturday,134.6848804
10004651,critical,17,106,Commercial,Monday,105.2637126
10004652,critical,6,108,Commercial,Tuesday,40.42093541
10004653,medium,8,106,Commercial,Sunday,147.2238715
10004654,high,9,107,Manufacturing,Friday,148.9051402
10004655,low,13,112,Commercial,Thursday,102.063337
10004656,critical,10,107,Manufacturing,Monday,106.6729457
10004657,critical,7,106,Commercial,Wednesday,86.81682064
10004658,critical,8,106,Commercial,Thursday,92.73833306
10004659,high,17,106,Commercial,Tuesday,72.48211149
10004660,high,1,103,Administrative,Friday,101.3931693
10004661,critical,18,111,Manufacturing,Friday,73.23397887
10004662,medium,5,110,Development,Saturday,140.6397695
10004663,high,5,110,Development,Friday,89.68549642
10004664,high,17,106,Commercial,Sunday,141.3650311
10004665,high,10,107,Manufacturing,Wednesday,77.21876811
10004666,medium,19,108,Commercial,Friday,128.2662764
10004667,medium,14,110,Development,Thursday,128.8040828
10004668,low,8,106,Commercial,Wednesday,97.81668216
10004669,low,10,107,Manufacturing,Saturday,191.1005518
10004670,critical,19,108,Commercial,Tuesday,107.3067516
10004671,low,2,107,Manufacturing,Monday,128.0661967
10004672,medium,3,105,Administrative,Tuesday,129.3737023
10004673,medium,10,107,Manufacturing,Tuesday,95.65036799
10004674,critical,6,108,Commercial,Saturday,49.16466284
10004675,critical,15,110,Development,Friday,117.0643468
10004676,high,4,112,Commercial,Wednesday,50.65351551
10004677,low,8,106,Commercial,Saturday,148.0591543
10004678,high,17,106,Commercial,Saturday,138.8807114
10004679,medium,5,110,Development,Friday,135.5881656
10004680,low,16,108,Commercial,Tuesday,183.1097631
10004681,high,19,108,Commercial,Wednesday,88.76977944
10004682,low,13,112,Commercial,Monday,158.7988469
10004683,medium,10,107,Manufacturing,Sunday,118.5395577
10004684,low,17,106,Commercial,Tuesday,140.9221464
10004685,critical,2,107,Manufacturing,Sunday,48.39575997
10004686,low,14,110,Development,Wednesday,131.6333345
10004687,critical,11,104,Research,Saturday,113.6428173
10004688,high,16,108,Commercial,Friday,128.4431189
10004689,medium,14,110,Development,Monday,102.7629127
10004690,high,18,111,Manufacturing,Tuesday,72.99109046
10004691,low,10,107,Manufacturing,Wednesday,172.8262137
10004692,medium,14,110,Development,Sunday,91.17129871
10004693,high,4,112,Commercial,Friday,125.448253
10004694,medium,14,110,Development,Sunday,140.042503
10004695,high,1,103,Administrative,Wednesday,118.4194507
10004696,low,5,110,Development,Sunday,127.8043744
10004697,critical,2,107,Manufacturing,Thursday,117.7891628
10004698,critical,17,106,Commercial,Friday,96.10583003
10004699,critical,19,108,Commercial,Thursday,37.81415248
10004700,medium,19,108,Commercial,Monday,126.9496707
10004701,critical,10,107,Manufacturing,Saturday,127.7936174
10004702,medium,7,106,Commercial,Saturday,157.6792707
10004703,high,19,108,Commercial,Friday,107.1127195
10004704,low,15,110,Development,Saturday,120.1503481
10004705,low,16,108,Commercial,Sunday,92.48748094
10004706,critical,9,107,Manufacturing,Thursday,95.33284182
10004707,high,15,110,Development,Friday,108.6865334
10004708,critical,19,108,Commercial,Sunday,37.57560839
10004709,high,8,106,Commercial,Thursday,107.9596264
10004710,medium,2,107,Manufacturing,Monday,154.8127606
10004711,low,18,111,Manufacturing,Tuesday,113.8587894
10004712,low,9,107,Manufacturing,Monday,129.8627256
10004713,low,10,107,Manufacturing,Tuesday,107.643893
10004714,high,10,107,Manufacturing,Wednesday,106.6606126
10004715,high,19,108,Commercial,Friday,158.0287606
10004716,high,9,107,Manufacturing,Wednesday,74.10575727
10004717,low,2,107,Manufacturing,Wednesday,102.5057571
10004718,critical,11,104,Research,Monday,87.05419271
10004719,critical,11,104,Research,Monday,115.6218021
10004720,high,13,112,Commercial,Wednesday,118.3595073
10004721,medium,19,108,Commercial,Thursday,101.1707933
10004722,high,19,108,Commercial,Tuesday,116.3916981
10004723,medium,10,107,Manufacturing,Monday,149.833956
10004724,critical,11,104,Research,Tuesday,106.558114
10004725,low,5,110,Development,Friday,130.998634
10004726,critical,4,112,Commercial,Monday,65.44540086
10004727,low,19,108,Commercial,Friday,167.9273329
10004728,low,7,106,Commercial,Saturday,176.2208839
10004729,medium,8,106,Commercial,Sunday,78.0127945
10004730,low,14,110,Development,Wednesday,86.85337455
10004731,high,7,106,Commercial,Thursday,120.0388099
10004732,high,11,104,Research,Thursday,92.39093288
10004733,high,12,110,Development,Wednesday,84.11646787
10004734,high,14,110,Development,Friday,104.5715938
10004735,critical,7,106,Commercial,Saturday,45.2034266
10004736,critical,12,110,Development,Friday,75.22532796
10004737,critical,19,108,Commercial,Monday,95.96742252
10004738,high,10,107,Manufacturing,Thursday,136.6299958
10004739,medium,3,105,Administrative,Saturday,157.8621534
10004740,medium,12,110,Development,Monday,64.64586077
10004741,low,11,104,Research,Friday,173.6633081
10004742,low,2,107,Manufacturing,Tuesday,119.8000953
10004743,critical,2,107,Manufacturing,Tuesday,39.22477478
10004744,high,7,106,Commercial,Sunday,82.97332763
10004745,medium,19,108,Commercial,Saturday,131.9164732
10004746,low,1,103,Administrative,Thursday,130.7627744
10004747,medium,8,106,Commercial,Sunday,137.2190941
10004748,low,18,111,Manufacturing,Monday,147.168897
10004749,high,9,107,Manufacturing,Thursday,75.93350831
10004750,low,16,108,Commercial,Sunday,125.2148084
10004751,high,13,112,Commercial,Wednesday,67.98557088
10004752,low,12,110,Development,Sunday,88.69457945
10004753,high,2,107,Manufacturing,Wednesday,117.0510799
10004754,critical,13,112,Commercial,Thursday,32.39298381
10004755,low,18,111,Manufacturing,Sunday,137.6066922
10004756,high,14,110,Development,Wednesday,36.53817645
10004757,medium,4,112,Commercial,Wednesday,98.96717025
10004758,critical,5,110,Development,Monday,64.37796556
10004759,high,9,107,Manufacturing,Sunday,139.3167555
10004760,low,12,110,Development,Saturday,155.1845004
10004761,critical,17,106,Commercial,Saturday,112.9565042
10004762,medium,14,110,Development,Thursday,112.5453359
